Hotel Name,Original price,Price after discount,Tax,Rating,location
Kubu Indah Guest House,Rp 235.835,Rp 216.000,Inclusive of taxes,n/a,"Nusa Penida, Bali"
Bali Asli Lodge by EPS,Rp 395.882,Rp 216.750,Inclusive of taxes,8.5,"Ubud, Bali"
Ninja Suite Villa,Rp 511.693,Rp 317.250,Inclusive of taxes,7.8,"East Denpasar, Bali"
Matta Lodge Bali,Rp 228.000,Rp 171.000,Inclusive of taxes,8.6,"Jimbaran, Bali"
Bulan Bali Homestay & Hostel,Rp 300.000,Rp 225.000,Inclusive of taxes,8.9,"Ubud, Bali"
Ramaya Ubud View by EPS,Rp 268.920,Rp 242.028,Inclusive of taxes,7.5,"Payangan, Bali"
Ubud Canti Accommodation,Rp 266.668,Rp 200.001,Inclusive of taxes,8.1,"Ubud, Bali"
Amed Sari Beach Guesthouse,Rp 266.668,Rp 200.001,Inclusive of taxes,n/a,"Amed, Bali"
Medal Jaya Hostel & Room,Rp 133.333,Rp 100.000,Inclusive of taxes,n/a,"Nusa Lembongan, Bali"
The Warji Bisma,Rp 426.515,Rp 275.000,Inclusive of taxes,8.5,"Ubud, Bali"
Arnata Guest House,Rp 133.333,Rp 100.000,Inclusive of taxes,7.5,"Susut, Bali"
Eliska Sari Bungalows,Rp 276.000,Rp 207.000,Inclusive of taxes,9.0,"Menjangan, Bali"
Bulan Bali Hostel,Rp 100.000,Rp 75.000,Inclusive of taxes,n/a,"Ubud, Bali"
Askara Guest House & Hostel,Rp 200.000,Rp 150.000,Inclusive of taxes,n/a,"Ubud, Bali"
Write Hostel,Rp 127.744,Rp 117.000,Inclusive of taxes,9.0,"Nusa Penida, Bali"
The Calna Villa Bali,Rp 2.254.792,Rp 1.826.382,Inclusive of taxes,8.8,"Kuta, Bali"
Artaloka Hotel Penida,Rp 666.667,Rp 500.000,Inclusive of taxes,n/a,"Nusa Penida, Bali"
The Calna Villa Bali,Rp 2.254.792,Rp 1.826.382,Inclusive of taxes,8.8,"Kuta, Bali"
Artaloka Hotel Penida,Rp 666.667,Rp 500.000,Inclusive of taxes,n/a,"Nusa Penida, Bali"
Delight ART Villas,Rp 9.684.112,Rp 7.263.084,Inclusive of taxes,n/a,"Seminyak, Bali"
The Garuda Homestay Sanur,Rp 320.000,Rp 272.000,Inclusive of taxes,n/a,"Sanur, Bali"
Castaway Resort Lembongan,Rp 2.857.631,Rp 2.143.223,Inclusive of taxes,n/a,"Nusa Lembongan, Bali"
"Dua Dari, a Residence by Hadiprana",Rp 3.750.000,Rp 3.375.000,Inclusive of taxes,n/a,"Ubud, Bali"
Sebuluh Sunset Hill Penida,Rp 1.403.100,Rp 841.860,Inclusive of taxes,9.5,"Nusa Penida, Bali"
Kania Villa by WizZeLa,Rp 700.000,Rp 427.000,Inclusive of taxes,n/a,"Nusa Dua, Bali"
Watu Jineng by WizZeLa,Rp 382.500,Rp 267.750,Inclusive of taxes,n/a,"Nusa Penida, Bali"
The Bhaswara Ubud,Rp 705.750,Rp 529.313,Inclusive of taxes,n/a,"Sukawati, Bali"
The Kd Suites & Coffee Shop,Rp 1.200.000,Rp 600.000,Inclusive of taxes,n/a,"Cemagi, Bali"
Villa Paradise Uluwatu,Rp 12.266.666,Rp 9.200.000,Inclusive of taxes,n/a,"Ungasan, Bali"
Aventus Resort Ubud,Rp 819.000,Rp 573.300,Inclusive of taxes,n/a,"Tegallalang, Bali"
Prayatna Villas,Rp 2.000.000,Rp 1.500.000,Inclusive of taxes,n/a,"Sebatu, Bali"
Lovina Beach 1 & 2,Rp 12.118.553,Rp 9.088.915,Inclusive of taxes,n/a,"Banjar, Bali"
"Dua Dari, a Residence by Hadiprana",Rp 3.750.000,Rp 3.375.000,Inclusive of taxes,n/a,"Ubud, Bali"
Sebuluh Sunset Hill Penida,Rp 1.403.100,Rp 841.860,Inclusive of taxes,9.5,"Nusa Penida, Bali"
Kania Villa by WizZeLa,Rp 700.000,Rp 427.000,Inclusive of taxes,n/a,"Nusa Dua, Bali"
Watu Jineng by WizZeLa,Rp 382.500,Rp 267.750,Inclusive of taxes,n/a,"Nusa Penida, Bali"
GK Bali Resort,Rp 3.022.500,Rp 1.360.125,Inclusive of taxes,n/a,"Sebatu, Bali"
Amala Villas Ubud,Rp 10.694.063,Rp 8.555.250,Inclusive of taxes,n/a,"Payangan, Bali"
Danakha Villa Ubud,Rp 3.750.000,Rp 1.500.000,Inclusive of taxes,n/a,"Tegallalang, Bali"
Kalya Villa by Supala,Rp 1.074.228,Rp 762.702,Inclusive of taxes,n/a,"Ubud, Bali"
The Sagara Penida,Rp 1.866.667,Rp 1.400.000,Inclusive of taxes,n/a,"Nusa Penida, Bali"
The Royal Santrian,Rp 10.585.884,Rp 7.266.547,Inclusive of taxes,n/a,"Tanjung Benoa, Bali"
Kelingking Sunset Point Hotel & Spa,Rp 1.295.000,Rp 971.250,Inclusive of taxes,n/a,"Nusa Penida, Bali"
Manda Villa.,Rp 2.085.616,Rp 1.249.476,Inclusive of taxes,n/a,"Nusa Dua, Bali"
GK Bali Resort,Rp 3.022.500,Rp 1.360.125,Inclusive of taxes,n/a,"Sebatu, Bali"
Homestay Mas Arjuna,Rp 291.739,Rp 180.878,Inclusive of taxes,n/a,"West Denpasar, Bali"
The Sayan House,Rp 20.000.000,Rp 15.000.000,Inclusive of taxes,n/a,"Sayan, Bali"
